Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b0978	appC	CDS	1486	6.67	4.94e-10	1.20e-11	0.98	6.78
b0336	codB	CDS	9663	6.58	3.07e-14	2.00e-16	0.8	8.22
b1588	ynfF	CDS	2536	6.58	3.46e-16	1.47e-18	0.75	8.79
b2422	cysA	CDS	3833	6.58	9.31e-10	2.51e-11	0.99	6.67
b3508	yhiD	CDS	1215	6.58	1.95e-08	7.41e-10	1.07	6.16
b3507	dctR	CDS	183	6.54	1.45e-06	9.72e-08	1.23	5.33
b0897	ycaC	CDS	841	6.5	3.55e-09	1.09e-10	1.01	6.45
b1849	purT	CDS	3800	6.44	1.70e-14	1.03e-16	0.78	8.3
b2762	cysH	CDS	2768	6.43	3.11e-10	6.83e-12	0.94	6.86
b1264	trpE	CDS	6021	6.38	2.49e-12	2.79e-14	0.84	7.61
b2751	cysN	CDS	4625	6.32	7.59e-10	1.97e-11	0.94	6.71
b0974	hyaC	CDS	280	6.26	1.52e-10	2.83e-12	0.9	6.99
b1258	yciF	CDS	140	6.26	1.32e-03	2.55e-04	1.71	3.66
b0836	bssR	CDS	940	6.25	5.05e-11	7.47e-13	0.87	7.17
b1729	tcyP	CDS	12917	6.19	3.93e-12	4.58e-14	0.82	7.54
b0979	appB	CDS	1163	6.13	1.16e-08	4.17e-10	0.98	6.25
b2013	yeeE	CDS	3441	6.12	1.96e-08	7.53e-10	0.99	6.15
b1732	katE	CDS	1698	6.04	1.54e-07	7.90e-09	1.05	5.77
b3511	hdeD	CDS	3777	6.04	1.05e-08	3.71e-10	0.96	6.27
b4720	ytiC	CDS	9	6.01	3.31e-03	7.43e-04	1.78	3.37
b2750	cysC	CDS	1200	5.95	2.29e-07	1.21e-08	1.04	5.7
b0450	glnK	CDS	202	5.87	8.51e-07	5.31e-08	1.08	5.44
b2366	dsdA	CDS	3265	5.87	5.26e-28	2.36e-31	0.5	11.65
b1003	yccJ	CDS	1474	5.83	3.74e-09	1.16e-10	0.9	6.44
b2574	nadB	CDS	2298	5.82	3.00e-08	1.24e-09	0.96	6.07
b1587	ynfE	CDS	354	5.68	4.46e-17	1.70e-19	0.63	9.03
b4006	purH	CDS	8664	5.68	2.04e-10	4.11e-12	0.82	6.93
b1541	ydfZ	CDS	1951	5.65	1.97e-05	1.92e-06	1.19	4.76
b0750	nadA	CDS	2984	5.57	3.92e-10	8.97e-12	0.82	6.82
b4592	appX	CDS	178	5.57	7.81e-08	3.68e-09	0.94	5.9
b0033	carB	CDS	43488	5.55	3.93e-13	3.79e-15	0.71	7.86
b0975	hyaD	CDS	373	5.49	2.04e-08	7.88e-10	0.89	6.15
b4005	purD	CDS	8082	5.49	1.16e-11	1.61e-13	0.74	7.38
b1004	wrbA	CDS	2002	5.47	2.73e-09	8.08e-11	0.84	6.5
b4430	rydB	ncRNA	336	5.42	9.30e-08	4.55e-09	0.92	5.86
b2302	yfcG	CDS	154	5.4	4.26e-08	1.83e-09	0.9	6.01
b0337	codA	CDS	13133	5.39	5.66e-14	3.94e-16	0.66	8.14
b3161	mtr	CDS	10327	5.34	2.45e-10	5.00e-12	0.77	6.91
b1260	trpA	CDS	9287	5.3	4.94e-10	1.19e-11	0.78	6.78
b0032	carA	CDS	20241	5.26	2.88e-13	2.65e-15	0.67	7.91
b4116	adiY	CDS	136	5.16	4.25e-07	2.51e-08	0.93	5.57
b2672	ygaM	CDS	1416	5.1	7.14e-08	3.30e-09	0.86	5.92
b4107	yjdN	CDS	104	5.05	4.14e-04	6.29e-05	1.26	4
b2499	purM	CDS	9197	5.02	3.55e-09	1.09e-10	0.78	6.45
b4722	idlP	CDS	114	5.02	1.94e-06	1.33e-07	0.95	5.27
b1259	yciG	CDS	132	5.01	1.39e-02	4.07e-03	1.74	2.87
b2097	fbaB	CDS	2075	5	4.85e-08	2.16e-09	0.84	5.99
b2012	yeeD	CDS	2345	4.99	6.33e-07	3.89e-08	0.91	5.5
b2476	purC	CDS	9360	4.99	1.82e-08	6.79e-10	0.81	6.17
b0751	pnuC	CDS	2116	4.98	2.57e-09	7.49e-11	0.77	6.51
b2579	grcA	CDS	38509	4.97	1.44e-10	2.61e-12	0.71	7
b1590	ynfH	CDS	1331	4.95	2.49e-12	2.75e-14	0.65	7.61
b1480	sra	CDS	2030	4.89	1.51e-05	1.40e-06	1.01	4.82
b2141	yohJ	CDS	399	4.88	3.88e-10	8.80e-12	0.72	6.82
b0485	glsA	CDS	383	4.87	2.60e-06	1.88e-07	0.93	5.21
b4326	iraD	CDS	146	4.87	5.55e-10	1.38e-11	0.72	6.76
b1261	trpB	CDS	8383	4.81	4.44e-09	1.42e-10	0.75	6.41
b2557	purL	CDS	21256	4.79	2.62e-09	7.70e-11	0.74	6.51
b3061	ttdA	CDS	10	4.75	7.69e-03	2.00e-03	1.54	3.09
b2414	cysK	CDS	24698	4.74	5.79e-07	3.55e-08	0.86	5.51
b0896	dmsC	CDS	1103	4.73	5.46e-14	3.67e-16	0.58	8.15
b3153	yhbO	CDS	45	4.71	1.18e-03	2.23e-04	1.27	3.69
b0980	appA	CDS	696	4.7	2.95e-08	1.22e-09	0.77	6.08
b0034	caiF	CDS	635	4.69	2.84e-12	3.25e-14	0.62	7.59
b4757	ysdD	CDS	6	4.68	1.77e-02	5.45e-03	1.68	2.78
b1784	yeaH	CDS	549	4.66	8.95e-06	7.65e-07	0.94	4.94
b0894	dmsA	CDS	1742	4.62	1.23e-10	2.10e-12	0.66	7.03
b3514	mdtF	CDS	1926	4.59	3.54e-07	2.05e-08	0.82	5.61
b4115	adiC	CDS	188	4.58	4.59e-08	2.01e-09	0.76	6
b1263	trpD	CDS	4009	4.57	1.90e-05	1.83e-06	0.96	4.77
b1988	nac	CDS	405	4.54	2.52e-05	2.53e-06	0.96	4.71
b1010	rutC	CDS	4	4.53	2.30e-02	7.36e-03	1.69	2.68
b1920	tcyJ	CDS	6535	4.52	3.02e-10	6.56e-12	0.66	6.87
b4123	dcuB	CDS	390	4.51	1.28e-09	3.53e-11	0.68	6.62
b2142	yohK	CDS	390	4.48	3.96e-12	4.70e-14	0.59	7.54
b4533	ynfO	CDS	4	4.47	3.93e-02	1.44e-02	1.82	2.45
b0895	dmsB	CDS	662	4.44	4.76e-11	6.94e-13	0.62	7.18
b2266	elaB	CDS	5959	4.43	2.83e-07	1.58e-08	0.78	5.65
b2720	hycF	CDS	140	4.43	1.31e-05	1.19e-06	0.91	4.86
b0707	ybgA	CDS	253	4.42	3.73e-05	3.98e-06	0.96	4.61
b2221	atoD	CDS	2	4.42	2.58e-01	1.48e-01	3.05	1.45
b2312	purF	CDS	8461	4.41	1.72e-10	3.40e-12	0.63	6.96
b2365	dsdX	CDS	268	4.4	9.27e-11	1.52e-12	0.62	7.07
b4649	ysaD	pseudo	1	4.39	2.35e-01	1.30e-01	2.9	1.51
b1455	yncH	CDS	4	4.34	5.62e-02	2.22e-02	1.9	2.29
b1256	ompW	CDS	1496	4.33	6.79e-18	1.68e-20	0.47	9.28
b4330	yjiH	CDS	165	4.29	1.89e-05	1.80e-06	0.9	4.77
b2957	ansB	CDS	1832	4.28	4.70e-33	1.06e-36	0.34	12.65
b1987	cbl	CDS	622	4.25	7.15e-08	3.32e-09	0.72	5.91
b3555	yiaG	CDS	619	4.21	6.89e-07	4.27e-08	0.77	5.48
b2054	wcaF	CDS	3	4.2	6.66e-02	2.75e-02	1.91	2.2
b4064	ghxP	CDS	4800	4.19	1.84e-08	6.90e-10	0.68	6.17
b4329	yjiG	CDS	155	4.18	3.72e-07	2.17e-08	0.75	5.6
b0945	pyrD	CDS	6566	4.17	4.62e-09	1.50e-10	0.65	6.4
b2362	yfdS	CDS	2	4.16	8.94e-02	3.94e-02	2.02	2.06
b3654	xanP	CDS	4534	4.15	6.19e-08	2.80e-09	0.7	5.94
b1565	ydfV	CDS	4	4.14	7.54e-02	3.19e-02	1.93	2.15
b3336	bfr	CDS	1922	4.12	9.33e-09	3.24e-10	0.65	6.29
b2464	talA	CDS	1085	4.09	1.54e-05	1.43e-06	0.85	4.82
b3447	ggt	CDS	883	4.05	1.18e-09	3.22e-11	0.61	6.64
b1783	yeaG	CDS	2410	4.04	2.26e-05	2.22e-06	0.85	4.73
b4149	blc	CDS	312	4.02	4.74e-08	2.08e-09	0.67	5.99
b4154	frdA	CDS	7138	4.01	2.36e-19	4.23e-22	0.41	9.67
b1351	racC	CDS	5	4	5.06e-02	1.96e-02	1.71	2.33
b3408	feoA	CDS	2360	3.96	1.80e-06	1.22e-07	0.75	5.29
b0753	ybgS	CDS	341	3.95	3.92e-05	4.20e-06	0.86	4.6
b2313	cvpA	CDS	5221	3.95	1.52e-10	2.83e-12	0.57	6.99
b2497	uraA	CDS	9138	3.95	2.99e-10	6.45e-12	0.57	6.87
b0778	bioD	CDS	538	3.91	2.17e-05	2.12e-06	0.83	4.74
b1341	dgcM	CDS	664	3.91	2.47e-07	1.33e-08	0.69	5.68
b2723	hycC	CDS	403	3.9	2.83e-07	1.58e-08	0.69	5.65
b1051	msyB	CDS	946	3.89	2.52e-08	1.01e-09	0.64	6.11
b1685	ydiH	CDS	544	3.89	3.05e-05	3.18e-06	0.84	4.66
b0615	citF	CDS	19	3.88	6.26e-06	4.97e-07	0.77	5.03
b1062	pyrC	CDS	5543	3.88	3.69e-07	2.14e-08	0.69	5.6
b1265	trpL	CDS	43	3.87	6.92e-04	1.18e-04	1.01	3.85
b0775	bioB	CDS	1074	3.85	3.29e-05	3.47e-06	0.83	4.64
b0871	poxB	CDS	1216	3.84	2.00e-04	2.67e-05	0.91	4.2
b4122	fumB	CDS	808	3.83	2.11e-06	1.48e-07	0.73	5.26
b4153	frdB	CDS	2520	3.83	1.81e-20	2.85e-23	0.39	9.94
b0329	yahO	CDS	1173	3.81	5.41e-05	6.13e-06	0.84	4.52
b3945	gldA	CDS	939	3.81	2.79e-21	3.75e-24	0.38	10.14
b2465	tktB	CDS	2456	3.78	1.87e-05	1.78e-06	0.79	4.78
b2722	hycD	CDS	168	3.73	2.83e-07	1.57e-08	0.66	5.65
b4439	micF	ncRNA	2	3.72	3.33e-01	2.05e-01	2.94	1.27
b4583	phnE	pseudo	3	3.7	8.05e-02	3.47e-02	1.75	2.11
b0384	psiF	CDS	162	3.69	2.83e-07	1.57e-08	0.65	5.65
b0564	appY	CDS	576	3.68	4.16e-08	1.78e-09	0.61	6.02
b0953	rmf	CDS	4730	3.68	4.55e-04	7.06e-05	0.93	3.97
b4514	ybfQ	CDS	10	3.68	1.66e-03	3.33e-04	1.03	3.59
b0774	bioA	CDS	1273	3.67	1.77e-07	9.19e-09	0.64	5.75
b0522	purK	CDS	5330	3.66	2.95e-07	1.67e-08	0.65	5.64
b0617	citD	CDS	2	3.65	4.02e-01	2.66e-01	3.28	1.11
b0547	ybcN	CDS	2	3.64	2.21e-01	1.20e-01	2.35	1.55
b1481	bdm	CDS	15	3.64	5.13e-02	2.00e-02	1.56	2.33
b1795	yeaQ	CDS	1911	3.6	7.66e-05	9.10e-06	0.81	4.44
b3917	sbp	CDS	770	3.6	6.09e-10	1.53e-11	0.53	6.75
b0837	yliI	CDS	193	3.59	2.93e-07	1.65e-08	0.64	5.65
b3060	ttdR	CDS	70	3.58	1.31e-06	8.67e-08	0.67	5.35
b0523	purE	CDS	2192	3.57	2.47e-07	1.34e-08	0.63	5.68
b0365	tauA	CDS	36	3.55	6.73e-04	1.14e-04	0.92	3.86
b0776	bioF	CDS	1020	3.55	1.10e-05	9.69e-07	0.73	4.9
b2500	purN	CDS	4193	3.55	3.34e-09	1.01e-10	0.55	6.47
b2721	hycE	CDS	442	3.55	6.76e-06	5.51e-07	0.71	5.01
b1668	ydhS	CDS	389	3.54	2.40e-05	2.38e-06	0.75	4.72
b1747	astA	CDS	224	3.54	6.06e-04	1.01e-04	0.91	3.89
b3491	yhiM	CDS	364	3.51	1.60e-04	2.09e-05	0.83	4.26
b2056	wcaD	CDS	12	3.5	6.79e-02	2.82e-02	1.6	2.19
b0790	ybhP	CDS	152	3.49	4.03e-04	6.06e-05	0.87	4.01
b1194	ycgR	CDS	17	3.49	1.54e-03	3.07e-04	0.97	3.61
b0904	focA	CDS	5184	3.47	2.95e-07	1.68e-08	0.61	5.64
b4679	yohP	CDS	19	3.47	2.55e-02	8.39e-03	1.32	2.64
b1671	ydhX	CDS	26	3.46	5.17e-05	5.73e-06	0.76	4.54
b4152	frdC	CDS	1628	3.46	8.30e-15	4.28e-17	0.41	8.4
b1536	ydeI	CDS	87	3.45	6.04e-05	6.92e-06	0.77	4.5
b2726	hypA	CDS	58	3.45	5.29e-05	5.94e-06	0.76	4.53
b0581	ybdK	CDS	314	3.42	5.70e-05	6.51e-06	0.76	4.51
b1925	fliS	CDS	30	3.42	8.49e-06	7.20e-07	0.69	4.96
b4151	frdD	CDS	2051	3.39	8.35e-14	6.55e-16	0.42	8.08
b3990	thiH	CDS	2827	3.38	8.88e-04	1.60e-04	0.9	3.77
b0621	dcuC	CDS	550	3.37	9.89e-12	1.33e-13	0.46	7.4
b2713	hydN	CDS	347	3.36	2.06e-08	8.00e-10	0.55	6.14
b2851	ygeG	CDS	2	3.35	1.67e-01	8.50e-02	1.95	1.72
b0919	ycbJ	CDS	565	3.34	7.12e-14	5.27e-16	0.41	8.11
b1836	yebV	CDS	880	3.32	1.22e-04	1.56e-05	0.77	4.32
b1078	flgG	CDS	400	3.31	6.96e-16	3.12e-18	0.38	8.71
b1744	astE	CDS	54	3.29	4.34e-03	1.03e-03	1	3.28
b1082	flgK	CDS	246	3.27	4.68e-11	6.72e-13	0.46	7.19
b0594	entE	CDS	4286	3.26	1.95e-02	6.10e-03	1.19	2.74
b0706	ybfD	CDS	18	3.26	1.44e-03	2.85e-04	0.9	3.63
b2727	hypB	CDS	613	3.25	1.68e-13	1.43e-15	0.41	7.98
b0325	yahK	CDS	1264	3.24	7.49e-06	6.22e-07	0.65	4.98
b1188	ycgB	CDS	693	3.24	1.82e-04	2.42e-05	0.77	4.22
b2728	hypC	CDS	161	3.22	4.94e-10	1.20e-11	0.48	6.78
b2670	alaE	CDS	479	3.21	1.31e-05	1.18e-06	0.66	4.86
b4692	oweE	pseudo	20	3.17	1.51e-02	4.50e-03	1.12	2.84
b0812	dps	CDS	7425	3.16	1.33e-05	1.22e-06	0.65	4.85
b2298	yfcC	CDS	497	3.16	1.40e-07	7.11e-09	0.55	5.79
b3024	ygiW	CDS	1913	3.16	1.39e-05	1.28e-06	0.65	4.84
b1906	yecH	CDS	173	3.15	3.55e-04	5.17e-05	0.78	4.05
b3661	nlpA	CDS	907	3.15	6.02e-06	4.76e-07	0.63	5.04
b4511	ybdZ	CDS	347	3.15	3.77e-02	1.37e-02	1.28	2.47
b1262	trpC	CDS	4838	3.13	4.74e-04	7.44e-05	0.79	3.96
b1593	ynfK	CDS	973	3.13	3.13e-06	2.30e-07	0.6	5.17
b2080	yegP	CDS	336	3.13	3.71e-04	5.46e-05	0.78	4.04
b3409	feoB	CDS	8429	3.13	5.93e-06	4.66e-07	0.62	5.04
b4269	ahr	CDS	716	3.13	2.04e-04	2.75e-05	0.75	4.19
b1730	ydjO	CDS	11	3.12	2.31e-02	7.41e-03	1.17	2.68
b1079	flgH	CDS	175	3.11	1.55e-18	3.48e-21	0.33	9.45
b1932	yedL	CDS	156	3.11	1.75e-04	2.31e-05	0.74	4.23
b1566	flxA	CDS	34	3.09	6.07e-06	4.81e-07	0.61	5.03
b4187	aidB	CDS	704	3.07	3.64e-06	2.73e-07	0.6	5.14
b4407	thiS	CDS	474	3.07	3.94e-03	9.16e-04	0.93	3.32
b1182	hlyE	CDS	31	3.06	3.92e-04	5.88e-05	0.76	4.02
b1678	ldtE	CDS	607	3.06	2.88e-06	2.09e-07	0.59	5.19
b2663	gabP	CDS	128	3.06	5.98e-04	9.89e-05	0.79	3.89
b1257	yciE	CDS	210	3.05	3.91e-03	9.07e-04	0.92	3.32
b2902	ygfF	CDS	358	3.03	1.85e-05	1.76e-06	0.63	4.78
b3991	thiG	CDS	1918	3.03	2.91e-03	6.38e-04	0.89	3.41
b2130	yehY	CDS	247	3	5.89e-04	9.67e-05	0.77	3.9
b3516	gadX	CDS	1846	3	4.03e-04	6.06e-05	0.75	4.01
b1724	ydiZ	CDS	397	2.99	4.61e-04	7.19e-05	0.75	3.97
b1927	amyA	CDS	1101	2.99	4.55e-08	1.97e-09	0.5	6
b0531	sfmC	CDS	1	2.96	3.75e-01	2.43e-01	2.54	1.17
b2662	gabT	CDS	582	2.96	3.59e-04	5.25e-05	0.73	4.04
b4524	ymjB	pseudo	2	2.96	2.08e-01	1.12e-01	1.86	1.59
b1897	otsB	CDS	458	2.95	1.12e-02	3.12e-03	1	2.96
b1346	xisR	CDS	2	2.94	2.45e-01	1.38e-01	1.98	1.48
b1443	ydcV	CDS	118	2.94	2.62e-03	5.66e-04	0.85	3.45
b2272	yfbM	CDS	26	2.94	1.84e-04	2.45e-05	0.7	4.22
b2853	ygeI	CDS	3	2.94	3.23e-01	1.97e-01	2.28	1.29
b0648	ybeU	CDS	11	2.93	3.85e-02	1.41e-02	1.19	2.46
b4408	csrB	ncRNA	42925	2.93	5.88e-15	2.90e-17	0.35	8.45
b4668	ibsB	CDS	3	2.93	1.69e-01	8.65e-02	1.71	1.71
b0593	entC	CDS	3906	2.92	2.34e-02	7.56e-03	1.09	2.67
b1148	ymfM	CDS	50	2.92	8.23e-04	1.46e-04	0.77	3.8
b1748	astC	CDS	283	2.92	8.45e-03	2.24e-03	0.95	3.06
b1886	tar	CDS	61	2.92	2.65e-08	1.08e-09	0.48	6.1
b0832	gsiD	CDS	456	2.9	1.64e-03	3.31e-04	0.81	3.59
b4073	nrfD	CDS	149	2.9	9.42e-07	5.94e-08	0.53	5.42
b1171	ymgD	CDS	403	2.89	4.18e-04	6.37e-05	0.72	4
b4128	ghoS	CDS	53	2.89	4.27e-03	1.01e-03	0.88	3.29
b1739	osmE	CDS	3037	2.88	8.80e-06	7.50e-07	0.58	4.95
b4380	yjjI	CDS	654	2.88	9.02e-14	7.29e-16	0.36	8.07
b1702	ppsA	CDS	3342	2.87	9.85e-04	1.81e-04	0.77	3.74
b1896	otsA	CDS	1066	2.87	1.25e-03	2.38e-04	0.78	3.68
b2128	yehW	CDS	187	2.87	8.88e-04	1.60e-04	0.76	3.77
b3213	gltD	CDS	4608	2.87	4.06e-04	6.11e-05	0.72	4.01
b2848	yqeJ	CDS	28	2.85	6.21e-05	7.13e-06	0.63	4.49
b3993	thiE	CDS	1754	2.85	4.57e-03	1.09e-03	0.87	3.27
b0674	asnB	CDS	4609	2.83	5.55e-09	1.84e-10	0.44	6.37
b2110	yehC	CDS	10	2.82	6.00e-02	2.41e-02	1.25	2.26
b3268	yhdW	pseudo	144	2.82	4.77e-04	7.53e-05	0.71	3.96
b1109	ndh	CDS	5559	2.81	3.34e-13	3.15e-15	0.36	7.88
b3158	yhbU	CDS	482	2.81	1.08e-05	9.48e-07	0.57	4.9
b4243	ridA	CDS	18990	2.81	1.07e-06	6.86e-08	0.52	5.39
b0777	bioC	CDS	531	2.79	7.38e-04	1.28e-04	0.73	3.83
b2421	cysM	CDS	2938	2.77	2.48e-05	2.49e-06	0.59	4.71
b2602	yfiL	CDS	37	2.77	1.08e-04	1.35e-05	0.64	4.35
b2661	gabD	CDS	513	2.77	2.64e-04	3.74e-05	0.67	4.12
b0549	ybcO	CDS	2	2.76	2.37e-01	1.32e-01	1.83	1.51
b4568	ytjA	CDS	979	2.76	6.05e-03	1.52e-03	0.87	3.17
b1579	intQ	pseudo	27	2.75	2.34e-04	3.23e-05	0.66	4.16
b1785	cdgI	CDS	66	2.75	3.30e-04	4.77e-05	0.68	4.07
b0788	ybhN	CDS	108	2.74	8.52e-03	2.26e-03	0.9	3.05
b1127	pepT	CDS	1725	2.74	1.82e-08	6.74e-10	0.44	6.17
b1348	ralR	CDS	4	2.73	2.47e-01	1.40e-01	1.85	1.48
b2551	glyA	CDS	31811	2.73	2.07e-07	1.08e-08	0.48	5.72
b3992	thiF	CDS	1727	2.72	1.04e-02	2.86e-03	0.91	2.98
b0830	gsiB	CDS	1476	2.71	4.31e-04	6.60e-05	0.68	3.99
b1882	cheY	CDS	44	2.71	3.68e-06	2.77e-07	0.53	5.14
b1953	yodD	CDS	137	2.71	1.42e-02	4.19e-03	0.95	2.86
b4021	pepE	CDS	1096	2.71	9.46e-05	1.15e-05	0.62	4.39
b4079	fdhF	CDS	3215	2.7	1.02e-07	4.99e-09	0.46	5.85
b2997	hybO	CDS	1224	2.69	5.72e-04	9.28e-05	0.69	3.91
b2498	upp	CDS	8069	2.68	4.54e-05	4.95e-06	0.59	4.57
b4315	fimI	CDS	1223	2.68	4.16e-08	1.78e-09	0.44	6.02
b1076	flgE	CDS	832	2.67	1.76e-12	1.85e-14	0.35	7.66
b0451	amtB	CDS	959	2.66	5.41e-05	6.14e-06	0.59	4.52
b4756	yqiD	CDS	110	2.66	6.01e-04	9.95e-05	0.68	3.89
b2719	hycG	CDS	194	2.65	5.89e-04	9.66e-05	0.68	3.9
b1077	flgF	CDS	390	2.64	4.13e-15	1.95e-17	0.31	8.5
b2995	hybB	CDS	986	2.64	4.14e-04	6.27e-05	0.66	4
b3714	adeP	CDS	7025	2.64	4.27e-09	1.33e-10	0.41	6.42
b0903	pflB	CDS	86984	2.63	2.96e-09	8.84e-11	0.41	6.49
b2103	thiD	CDS	948	2.63	2.63e-04	3.72e-05	0.64	4.12
b1172	ymgG	CDS	229	2.62	2.98e-03	6.57e-04	0.77	3.41
b1885	tap	CDS	50	2.62	3.56e-05	3.77e-06	0.57	4.62
b1110	ycfJ	CDS	283	2.61	1.67e-10	3.19e-12	0.37	6.97
b1301	puuB	CDS	46	2.61	6.60e-04	1.12e-04	0.67	3.86
b2131	osmF	CDS	428	2.61	3.27e-05	3.43e-06	0.56	4.64
b4493	gapC	pseudo	5756	2.61	1.09e-04	1.36e-05	0.6	4.35
b2729	hypD	CDS	716	2.6	1.94e-21	2.17e-24	0.26	10.19
b3994	thiC	CDS	5274	2.6	9.30e-03	2.49e-03	0.86	3.02
b4691	sroH	ncRNA	429	2.6	1.38e-02	4.03e-03	0.9	2.88
b4567	yjjZ	CDS	323	2.59	9.60e-02	4.29e-02	1.28	2.02
b1923	fliC	CDS	764	2.55	1.28e-10	2.25e-12	0.36	7.02
b1467	narY	CDS	71	2.54	6.89e-03	1.76e-03	0.81	3.13
b2903	gcvP	CDS	7778	2.54	1.43e-05	1.32e-06	0.52	4.84
b2996	hybA	CDS	975	2.54	2.46e-03	5.24e-04	0.73	3.47
b1081	flgJ	CDS	147	2.52	2.58e-07	1.40e-08	0.44	5.67
b1287	yciW	CDS	896	2.52	5.62e-04	9.09e-05	0.64	3.91
b0811	glnH	CDS	8048	2.51	1.69e-10	3.27e-12	0.36	6.97
b1380	ldhA	CDS	465	2.51	4.58e-05	5.02e-06	0.55	4.56
b1684	sufA	CDS	254	2.51	9.84e-03	2.67e-03	0.84	3
b1725	yniA	CDS	1163	2.51	7.84e-04	1.37e-04	0.66	3.81
b4099	phnI	CDS	4	2.51	2.67e-01	1.55e-01	1.77	1.42
b2730	hypE	CDS	731	2.5	1.56e-17	4.90e-20	0.27	9.17
b0595	entB	CDS	3250	2.49	8.46e-02	3.67e-02	1.19	2.09
b0831	gsiC	CDS	646	2.49	1.19e-03	2.25e-04	0.67	3.69
b1000	cbpA	CDS	1096	2.49	5.46e-06	4.24e-07	0.49	5.06
b1283	osmB	CDS	408	2.49	1.49e-04	1.94e-05	0.58	4.27
b1487	ddpA	CDS	117	2.49	1.63e-03	3.29e-04	0.69	3.59
b2086	yegS	CDS	298	2.49	9.33e-04	1.69e-04	0.66	3.76
b4071	nrfB	CDS	70	2.49	1.06e-06	6.76e-08	0.46	5.4
b4703	pmrR	CDS	659	2.48	2.57e-04	3.63e-05	0.6	4.13
b1591	dmsD	CDS	1243	2.47	1.21e-07	6.01e-09	0.42	5.82
b3589	yiaY	CDS	13	2.47	1.30e-03	2.50e-04	0.67	3.66
b2665	kbp	CDS	1610	2.46	2.37e-05	2.33e-06	0.52	4.72
b3744	asnA	CDS	9079	2.46	4.16e-06	3.16e-07	0.48	5.11
b0828	iaaA	CDS	1826	2.44	5.50e-04	8.87e-05	0.62	3.92
b0865	ybjP	CDS	691	2.44	2.52e-06	1.81e-07	0.47	5.22
b1482	osmC	CDS	1788	2.44	7.56e-04	1.32e-04	0.64	3.82
b1661	cfa	CDS	4313	2.44	1.36e-03	2.65e-04	0.67	3.65
b1746	astD	CDS	252	2.44	3.27e-03	7.33e-04	0.72	3.38
b3003	yghA	CDS	119	2.44	1.04e-03	1.93e-04	0.65	3.73
b3239	yhcO	CDS	107	2.44	3.50e-03	7.90e-04	0.73	3.36
b1080	flgI	CDS	214	2.43	9.55e-18	2.63e-20	0.26	9.23
b3049	glgS	CDS	253	2.43	4.85e-06	3.71e-07	0.48	5.08
b0486	ybaT	CDS	509	2.42	1.57e-02	4.73e-03	0.86	2.83
b0693	speF	CDS	28	2.42	3.05e-03	6.78e-04	0.71	3.4
b0992	yccM	CDS	84	2.42	8.83e-11	1.39e-12	0.34	7.09
b1147	ymfL	CDS	216	2.42	1.17e-05	1.04e-06	0.5	4.88
b4628	ykfK	pseudo	0	2.42	7.81e-01	6.79e-01	5.84	0.41
b1061	dinI	CDS	1355	2.4	6.21e-05	7.15e-06	0.53	4.49
b2508	guaB	CDS	11527	2.4	1.40e-03	2.73e-04	0.66	3.64
