Locus_tag	Gene_name	Gene_type	baseMean	log2FC	padj	pvalue	lfcSE	stat
b1482	osmC	CDS	1788	4.11	1.15e-09	8.99e-11	0.63	6.48
b2461	eutP	CDS	2	4.09	3.11e-02	1.32e-02	1.65	2.48
b3452	ugpA	CDS	55	4.09	4.10e-15	1.65e-16	0.5	8.25
b2135	yohC	CDS	133	4.08	2.90e-09	2.40e-10	0.64	6.33
b1040	csgD	CDS	230	4.05	1.13e-11	6.68e-13	0.56	7.19
b2870	ygeW	CDS	6	4.04	2.17e-03	6.31e-04	1.18	3.42
b0855	potG	CDS	231	4.01	7.90e-12	4.54e-13	0.55	7.24
b4534	ynfP	CDS	1	4.01	3.93e-01	2.80e-01	3.71	1.08
b2659	csiD	CDS	173	3.99	2.41e-16	8.80e-18	0.47	8.59
b3453	ugpB	CDS	278	3.97	4.51e-49	2.02e-51	0.26	15.09
b1423	ydcJ	CDS	192	3.96	5.42e-10	3.99e-11	0.6	6.6
b1443	ydcV	CDS	118	3.93	5.68e-08	5.91e-09	0.68	5.82
b1490	dosC	CDS	216	3.93	1.00e-06	1.29e-07	0.74	5.28
b2080	yegP	CDS	336	3.93	1.23e-06	1.63e-07	0.75	5.24
b1039	csgE	CDS	73	3.89	1.06e-11	6.22e-13	0.54	7.2
b1581	rspA	CDS	36	3.89	8.69e-10	6.63e-11	0.6	6.53
b1683	sufB	CDS	1124	3.85	8.67e-07	1.10e-07	0.73	5.31
b1444	patD	CDS	513	3.84	8.46e-15	3.51e-16	0.47	8.15
b2975	glcA	CDS	138	3.84	2.72e-17	8.89e-19	0.43	8.85
b1480	sra	CDS	2030	3.81	5.90e-04	1.42e-04	1	3.8
b3566	xylF	CDS	25	3.81	2.55e-13	1.28e-14	0.49	7.71
b1442	ydcU	CDS	118	3.79	2.25e-16	8.06e-18	0.44	8.6
b0860	artJ	CDS	563	3.78	3.55e-17	1.18e-18	0.43	8.82
b1684	sufA	CDS	254	3.76	1.84e-05	2.99e-06	0.81	4.67
b2239	glpQ	CDS	688	3.72	8.21e-16	3.11e-17	0.44	8.44
b0075	leuL	CDS	19	3.7	1.69e-05	2.71e-06	0.79	4.69
b4679	yohP	CDS	19	3.7	5.95e-05	1.08e-05	0.84	4.4
b0856	potH	CDS	110	3.68	3.59e-12	2.01e-13	0.5	7.35
b2844	yqeF	CDS	834	3.67	8.58e-08	9.20e-09	0.64	5.74
b0330	prpR	CDS	59	3.64	8.23e-20	2.11e-21	0.38	9.5
b0334	prpD	CDS	21	3.64	8.57e-06	1.30e-06	0.75	4.84
b1037	csgG	CDS	203	3.64	1.68e-30	2.26e-32	0.31	11.85
b1976	mtfA	CDS	564	3.64	5.87e-87	1.45e-89	0.18	20.07
b3451	ugpE	CDS	60	3.64	2.28e-16	8.22e-18	0.42	8.6
b0221	fadE	CDS	326	3.62	4.16e-30	5.78e-32	0.31	11.77
b4706	iroK	CDS	12	3.6	9.34e-05	1.81e-05	0.84	4.29
b2650	ypjC	CDS	1	3.54	2.08e-01	1.26e-01	2.31	1.53
b3828	metR	CDS	209	3.54	2.92e-11	1.79e-12	0.5	7.05
b4016	aceK	CDS	3043	3.52	2.69e-06	3.82e-07	0.69	5.08
b4024	lysC	CDS	1041	3.49	3.50e-23	7.31e-25	0.34	10.3
b0078	ilvH	CDS	345	3.48	3.44e-09	2.90e-10	0.55	6.3
b1580	rspB	CDS	38	3.45	7.15e-09	6.44e-10	0.56	6.18
b3671	ilvB	CDS	1502	3.45	2.24e-05	3.68e-06	0.75	4.63
b3959	argB	CDS	241	3.45	1.21e-23	2.44e-25	0.33	10.4
b1489	dosP	CDS	269	3.44	1.41e-06	1.88e-07	0.66	5.21
b1856	mepM	CDS	3459	3.43	9.69e-22	2.20e-23	0.34	9.96
b3544	dppA	CDS	3846	3.43	9.30e-17	3.23e-18	0.39	8.7
b1682	sufC	CDS	522	3.42	1.49e-04	3.02e-05	0.82	4.17
b2096	gatY	CDS	14050	3.4	1.23e-26	2.10e-28	0.31	11.05
b1681	sufD	CDS	918	3.38	6.59e-05	1.21e-05	0.77	4.38
b4488	ilvG	pseudo	1860	3.37	3.56e-14	1.63e-15	0.42	7.97
b4743	ynaL	CDS	39	3.36	5.00e-03	1.61e-03	1.07	3.15
b1495	yddB	CDS	186	3.35	7.40e-09	6.69e-10	0.54	6.17
b0329	yahO	CDS	1173	3.32	3.15e-04	7.05e-05	0.83	3.97
b4428	hokB	CDS	126	3.32	4.09e-06	5.97e-07	0.66	4.99
b0112	aroP	CDS	866	3.31	5.91e-51	2.26e-53	0.22	15.38
b4512	ybdD	CDS	206	3.31	8.62e-15	3.60e-16	0.41	8.15
b1388	paaA	CDS	8	3.3	1.70e-03	4.73e-04	0.94	3.5
b3709	tnaB	CDS	46	3.3	1.94e-04	4.11e-05	0.8	4.1
b0857	potI	CDS	147	3.29	1.41e-13	6.89e-15	0.42	7.79
b4014	aceB	CDS	10655	3.29	1.19e-07	1.32e-08	0.58	5.68
b4511	ybdZ	CDS	347	3.29	1.10e-02	3.94e-03	1.14	2.88
b0077	ilvI	CDS	1033	3.25	2.02e-10	1.40e-11	0.48	6.76
b2838	lysA	CDS	288	3.25	6.42e-11	4.24e-12	0.47	6.93
b2660	lhgO	CDS	199	3.24	7.52e-07	9.42e-08	0.61	5.34
b1536	ydeI	CDS	87	3.23	2.23e-06	3.11e-07	0.63	5.12
b2006	yeeW	CDS	5	3.22	1.54e-01	8.78e-02	1.89	1.71
b0260	mmuP	CDS	107	3.21	4.31e-10	3.12e-11	0.48	6.64
b2222	atoA	CDS	1	3.21	2.69e-01	1.75e-01	2.37	1.36
b3577	yiaM	CDS	1	3.21	5.51e-01	4.30e-01	4.07	0.79
b1836	yebV	CDS	880	3.2	1.20e-04	2.38e-05	0.76	4.23
b4188	yjfN	CDS	156	3.16	1.45e-27	2.44e-29	0.28	11.25
b1761	gdhA	CDS	2842	3.15	5.61e-21	1.35e-22	0.32	9.78
b1384	feaR	CDS	128	3.14	9.36e-07	1.20e-07	0.59	5.29
b0598	cstA	CDS	3238	3.12	2.63e-04	5.83e-05	0.78	4.02
b2801	fucP	CDS	16	3.12	6.78e-03	2.29e-03	1.02	3.05
b1680	sufS	CDS	807	3.1	2.06e-04	4.41e-05	0.76	4.08
b1732	katE	CDS	1698	3.1	7.02e-03	2.37e-03	1.02	3.04
b4669	ilvX	CDS	105	3.1	7.91e-07	9.94e-08	0.58	5.33
b4467	glcF	CDS	161	3.07	1.02e-14	4.39e-16	0.38	8.13
b2535	csiE	CDS	260	3.06	5.52e-11	3.57e-12	0.44	6.95
b0581	ybdK	CDS	314	3.05	1.21e-04	2.40e-05	0.72	4.22
b1513	lsrA	CDS	19	3.02	8.77e-06	1.34e-06	0.63	4.83
b1205	ychH	CDS	910	3	4.93e-33	5.31e-35	0.24	12.34
b0002	thrA	CDS	4920	2.99	2.82e-30	3.86e-32	0.25	11.8
b1454	yncG	CDS	85	2.98	1.09e-04	2.14e-05	0.7	4.25
b1478	adhP	CDS	1418	2.98	6.12e-06	9.17e-07	0.61	4.91
b1259	yciG	CDS	132	2.97	8.55e-03	2.98e-03	1	2.97
b2097	fbaB	CDS	2075	2.97	1.19e-03	3.12e-04	0.82	3.6
b4357	lgoR	CDS	83	2.96	1.14e-06	1.50e-07	0.56	5.25
b1967	hchA	CDS	783	2.95	2.48e-09	2.03e-10	0.46	6.36
b2310	argT	CDS	1230	2.95	1.55e-09	1.23e-10	0.46	6.44
b4432	ryeA	ncRNA	217	2.95	1.31e-16	4.65e-18	0.34	8.66
b3830	ysgA	CDS	627	2.94	4.72e-05	8.39e-06	0.66	4.46
b0600	ybdL	CDS	152	2.93	7.10e-19	2.04e-20	0.32	9.26
b4521	ycgI	pseudo	19	2.91	2.58e-04	5.69e-05	0.72	4.03
b0304	rclA	CDS	105	2.9	5.73e-04	1.37e-04	0.76	3.81
b3172	argG	CDS	1409	2.88	1.43e-14	6.23e-16	0.36	8.08
b3517	gadA	CDS	4060	2.88	2.15e-02	8.57e-03	1.1	2.63
b1188	ycgB	CDS	693	2.87	5.36e-04	1.28e-04	0.75	3.83
b1462	yddH	CDS	44	2.87	1.13e-03	2.95e-04	0.79	3.62
b0285	paoB	CDS	30	2.86	1.10e-07	1.20e-08	0.5	5.7
b2341	fadJ	CDS	356	2.86	6.61e-10	4.94e-11	0.43	6.57
b1391	paaD	CDS	8	2.85	7.49e-04	1.85e-04	0.76	3.74
b0061	araD	CDS	13	2.84	2.10e-03	6.06e-04	0.83	3.43
b0585	fes	CDS	1583	2.84	4.43e-03	1.40e-03	0.89	3.19
b1420	mokB	CDS	89	2.84	1.00e-05	1.54e-06	0.59	4.81
b4597	rydC	ncRNA	2	2.84	1.43e-01	8.05e-02	1.62	1.75
b2137	yohF	CDS	117	2.81	3.40e-04	7.69e-05	0.71	3.95
b4035	malK	CDS	1622	2.81	3.61e-02	1.57e-02	1.16	2.41
b2851	ygeG	CDS	2	2.8	2.50e-01	1.59e-01	1.99	1.41
b0286	paoA	CDS	26	2.79	1.25e-04	2.50e-05	0.66	4.22
b1056	yceI	CDS	292	2.78	2.12e-07	2.44e-08	0.5	5.58
b2663	gabP	CDS	128	2.78	3.40e-04	7.70e-05	0.7	3.95
b2876	yqeC	CDS	30	2.77	5.07e-07	6.18e-08	0.51	5.41
b1102	fhuE	CDS	1683	2.76	1.54e-02	5.84e-03	1	2.76
b4189	bsmA	CDS	253	2.76	5.32e-10	3.90e-11	0.42	6.61
b3450	ugpC	CDS	262	2.75	5.38e-24	1.06e-25	0.26	10.48
b1691	ydiN	CDS	6	2.72	8.17e-02	4.13e-02	1.33	2.04
b1351	racC	CDS	5	2.71	4.68e-02	2.14e-02	1.18	2.3
b3939	metB	CDS	651	2.7	2.55e-13	1.27e-14	0.35	7.71
b1431	ydcL	CDS	758	2.69	4.62e-37	3.32e-39	0.21	13.1
b1679	sufE	CDS	282	2.69	2.04e-03	5.86e-04	0.78	3.44
b2165	psuG	CDS	46	2.69	3.10e-02	1.32e-02	1.08	2.48
b4187	aidB	CDS	704	2.68	3.08e-05	5.15e-06	0.59	4.56
b1514	lsrC	CDS	25	2.67	5.37e-07	6.56e-08	0.49	5.4
b1953	yodD	CDS	137	2.66	9.89e-03	3.51e-03	0.91	2.92
b2254	arnC	CDS	72	2.66	9.82e-06	1.50e-06	0.55	4.81
b2661	gabD	CDS	513	2.66	2.18e-04	4.70e-05	0.65	4.07
b1493	gadB	CDS	5204	2.65	4.68e-02	2.14e-02	1.15	2.3
b4567	yjjZ	CDS	323	2.63	4.89e-02	2.26e-02	1.15	2.28
b2253	arnB	CDS	115	2.62	1.05e-05	1.61e-06	0.55	4.8
b4411	ecnB	CDS	608	2.62	4.47e-18	1.37e-19	0.29	9.05
b4518	ymdF	CDS	86	2.62	4.46e-03	1.42e-03	0.82	3.19
b3225	nanA	CDS	233	2.61	1.57e-03	4.31e-04	0.74	3.52
b0806	mcbA	CDS	56	2.6	6.07e-03	2.02e-03	0.84	3.09
b2850	ygeF	pseudo	2	2.6	2.88e-01	1.90e-01	1.99	1.31
b2854	pbl	pseudo	1	2.6	2.82e-01	1.85e-01	1.96	1.33
b3901	rhaM	CDS	5	2.6	6.44e-02	3.12e-02	1.21	2.15
b1668	ydhS	CDS	389	2.59	1.16e-03	3.06e-04	0.72	3.61
b1858	znuC	CDS	777	2.59	3.14e-36	2.60e-38	0.2	12.94
b0530	sfmA	CDS	10	2.58	1.35e-02	4.97e-03	0.92	2.81
b0003	thrB	CDS	1726	2.56	2.19e-26	3.93e-28	0.23	11
b3555	yiaG	CDS	619	2.56	2.03e-03	5.85e-04	0.74	3.44
b0064	araC	CDS	308	2.55	4.51e-12	2.55e-13	0.35	7.32
b0594	entE	CDS	4286	2.55	6.24e-02	3.01e-02	1.17	2.17
b1492	gadC	CDS	4268	2.55	5.12e-02	2.39e-02	1.13	2.26
b3001	gpr	CDS	343	2.55	3.87e-15	1.55e-16	0.31	8.25
b1217	chaB	CDS	98	2.54	1.50e-08	1.42e-09	0.42	6.05
b1338	abgA	CDS	18	2.54	1.06e-04	2.09e-05	0.6	4.25
b4227	ytfQ	CDS	171	2.54	1.05e-13	5.08e-15	0.32	7.82
b1197	treA	CDS	490	2.53	3.50e-11	2.17e-12	0.36	7.02
b2662	gabT	CDS	582	2.53	1.49e-03	4.09e-04	0.72	3.53
b3418	malT	CDS	5438	2.53	6.99e-05	1.30e-05	0.58	4.36
b0586	entF	CDS	7255	2.52	5.95e-02	2.85e-02	1.15	2.19
b1619	hdhA	CDS	798	2.52	6.72e-09	5.99e-10	0.41	6.19
b1406	pdxI	CDS	230	2.51	1.06e-09	8.15e-11	0.39	6.5
b2106	rcnA	CDS	126	2.51	1.32e-13	6.41e-15	0.32	7.8
b2347	yfdC	CDS	127	2.51	7.72e-05	1.46e-05	0.58	4.34
b2702	srlA	CDS	41	2.51	5.11e-02	2.39e-02	1.11	2.26
b3008	metC	CDS	596	2.5	1.77e-10	1.21e-11	0.37	6.78
b0445	ybaE	CDS	64	2.49	4.00e-06	5.78e-07	0.5	5
b1955	yedP	CDS	206	2.48	2.62e-04	5.80e-05	0.62	4.02
b2460	eutQ	CDS	7	2.48	6.78e-03	2.29e-03	0.81	3.05
b2672	ygaM	CDS	1416	2.48	9.02e-03	3.17e-03	0.84	2.95
b3359	argD	CDS	673	2.48	5.63e-13	2.92e-14	0.33	7.6
b4268	idnK	CDS	22	2.48	5.86e-03	1.94e-03	0.8	3.1
b1783	yeaG	CDS	2410	2.47	1.00e-02	3.56e-03	0.85	2.92
b2112	yehE	CDS	183	2.47	1.61e-06	2.18e-07	0.48	5.18
b2302	yfcG	CDS	154	2.47	9.33e-04	2.38e-04	0.67	3.67
b0769	ybhH	CDS	6	2.46	1.02e-01	5.36e-02	1.27	1.93
b3224	nanT	CDS	126	2.46	7.00e-05	1.31e-05	0.57	4.36
b0871	poxB	CDS	1216	2.45	1.75e-02	6.74e-03	0.9	2.71
b2665	kbp	CDS	1610	2.45	1.32e-05	2.08e-06	0.52	4.75
b4309	nanS	CDS	48	2.44	7.18e-10	5.45e-11	0.37	6.56
b0284	paoC	CDS	96	2.42	4.61e-07	5.60e-08	0.45	5.43
b1041	csgB	CDS	5	2.42	3.54e-02	1.54e-02	1	2.42
b1449	curA	CDS	354	2.42	9.05e-05	1.75e-05	0.56	4.3
b2459	eutT	CDS	8	2.42	6.30e-02	3.05e-02	1.12	2.16
b0593	entC	CDS	3906	2.41	5.40e-02	2.56e-02	1.08	2.23
b0897	ycaC	CDS	841	2.41	2.61e-02	1.08e-02	0.95	2.55
b1352	kilR	CDS	1	2.41	6.80e-01	5.71e-01	4.25	0.57
b2021	hisC	CDS	909	2.41	1.46e-06	1.97e-07	0.46	5.2
b4230	ytfT	CDS	58	2.41	1.15e-07	1.26e-08	0.42	5.69
b4299	yjhI	CDS	13	2.41	9.97e-04	2.58e-04	0.66	3.65
b1518	lsrG	CDS	39	2.4	1.13e-06	1.48e-07	0.46	5.26
b3960	argH	CDS	708	2.4	1.53e-19	4.05e-21	0.25	9.43
b4636	ybfI	pseudo	1	2.4	6.85e-01	5.78e-01	4.31	0.56
b2020	hisD	CDS	1145	2.39	2.57e-08	2.52e-09	0.4	5.96
b1376	uspF	CDS	409	2.38	6.16e-13	3.21e-14	0.31	7.59
b2019	hisG	CDS	911	2.38	1.73e-09	1.38e-10	0.37	6.42
b2465	tktB	CDS	2456	2.38	7.17e-03	2.44e-03	0.78	3.03
b3748	rbsD	CDS	2406	2.38	8.75e-03	3.06e-03	0.8	2.96
b4267	idnD	CDS	31	2.38	3.17e-04	7.12e-05	0.6	3.97
b4684	yqfG	CDS	2	2.38	4.07e-01	2.92e-01	2.26	1.05
b0390	aroM	CDS	674	2.37	1.96e-07	2.24e-08	0.42	5.59
b1428	ydcK	CDS	166	2.37	9.46e-05	1.84e-05	0.55	4.28
b0595	entB	CDS	3250	2.36	8.77e-02	4.47e-02	1.17	2.01
b2934	cmtB	CDS	4	2.36	1.10e-01	5.89e-02	1.25	1.89
b2989	yghU	CDS	964	2.36	3.04e-09	2.53e-10	0.37	6.33
b0004	thrC	CDS	2734	2.35	1.33e-22	2.83e-24	0.23	10.17
b0592	fepB	CDS	946	2.35	1.86e-03	5.27e-04	0.68	3.47
b1615	uidC	CDS	14	2.35	1.63e-04	3.35e-05	0.57	4.15
b2131	osmF	CDS	428	2.35	7.77e-05	1.47e-05	0.54	4.33
b2775	yqcE	CDS	6	2.35	2.22e-02	8.92e-03	0.9	2.62
b3070	nfeF	CDS	628	2.35	2.09e-09	1.70e-10	0.37	6.39
b0380	yaiZ	CDS	119	2.34	1.06e-09	8.21e-11	0.36	6.5
b1346	xisR	CDS	2	2.34	3.11e-01	2.09e-01	1.86	1.26
b1859	znuB	CDS	680	2.34	6.30e-47	3.25e-49	0.16	14.75
b2888	uacT	CDS	5	2.34	4.67e-02	2.14e-02	1.01	2.3
b2976	glcB	CDS	885	2.34	2.39e-21	5.63e-23	0.24	9.87
b1799	dmlR	CDS	247	2.33	5.36e-31	7.09e-33	0.19	11.94
b2371	yfdE	CDS	26	2.33	5.91e-03	1.96e-03	0.75	3.1
b1450	mcbR	CDS	116	2.32	5.88e-03	1.95e-03	0.75	3.1
b0301	rclC	CDS	30	2.31	5.71e-07	7.02e-08	0.43	5.39
b0788	ybhN	CDS	108	2.31	1.46e-02	5.47e-03	0.83	2.78
b1195	ymgE	CDS	60	2.31	2.86e-03	8.55e-04	0.69	3.33
b0789	clsB	CDS	196	2.3	1.09e-02	3.90e-03	0.8	2.89
b1494	pqqL	CDS	277	2.3	2.90e-10	2.04e-11	0.34	6.7
b2266	elaB	CDS	5959	2.3	9.22e-03	3.24e-03	0.78	2.94
b3268	yhdW	pseudo	144	2.3	7.94e-04	1.98e-04	0.62	3.72
b3567	xylG	CDS	26	2.3	1.95e-05	3.17e-06	0.49	4.66
b1002	agp	CDS	729	2.29	1.50e-25	2.83e-27	0.21	10.82
b3543	dppB	CDS	303	2.29	7.86e-05	1.49e-05	0.53	4.33
b0343	lacY	CDS	22	2.28	3.79e-03	1.17e-03	0.7	3.24
b3160	yhbW	CDS	329	2.28	1.43e-32	1.66e-34	0.19	12.25
b3592	yibF	CDS	512	2.28	1.16e-19	3.03e-21	0.24	9.46
b3672	ivbL	CDS	153	2.28	4.30e-03	1.36e-03	0.71	3.2
b0197	metQ	CDS	2789	2.27	7.94e-13	4.17e-14	0.3	7.56
b1018	efeO	CDS	1949	2.27	5.53e-03	1.81e-03	0.73	3.12
b1519	tam	CDS	271	2.27	6.71e-05	1.24e-05	0.52	4.37
b1801	yeaV	CDS	10	2.27	2.11e-03	6.11e-04	0.66	3.43
b1901	araF	CDS	31	2.27	3.59e-09	3.03e-10	0.36	6.3
b3491	yhiM	CDS	364	2.27	1.43e-02	5.31e-03	0.81	2.79
b0063	araB	CDS	30	2.25	1.39e-06	1.85e-07	0.43	5.21
b1347	rcbA	CDS	7	2.25	3.63e-02	1.58e-02	0.93	2.41
b1487	ddpA	CDS	117	2.25	7.13e-04	1.75e-04	0.6	3.75
b2543	yphA	CDS	293	2.25	1.07e-06	1.39e-07	0.43	5.27
b2869	ygeV	CDS	257	2.25	7.17e-04	1.76e-04	0.6	3.75
b0346	mhpR	CDS	140	2.24	1.51e-09	1.20e-10	0.35	6.44
b1390	paaC	CDS	9	2.24	1.73e-02	6.68e-03	0.83	2.71
b2095	gatZ	CDS	18278	2.24	6.42e-08	6.74e-09	0.39	5.8
b2599	pheA	CDS	1006	2.24	4.12e-14	1.90e-15	0.28	7.95
b2626	yfjJ	CDS	8	2.24	3.33e-02	1.43e-02	0.91	2.45
b1398	paaK	CDS	130	2.23	5.54e-17	1.89e-18	0.25	8.76
b0548	ninE	CDS	1	2.22	6.78e-01	5.69e-01	3.9	0.57
b1724	ydiZ	CDS	397	2.22	7.27e-03	2.48e-03	0.73	3.03
b4745	yncO	CDS	0	2.22	8.16e-01	7.40e-01	6.69	0.33
b1051	msyB	CDS	946	2.21	1.46e-03	3.97e-04	0.62	3.54
b4313	fimE	CDS	43	2.21	1.45e-03	3.94e-04	0.62	3.54
b4731	ykiC	CDS	0	2.21	8.17e-01	7.41e-01	6.69	0.33
b0283	paoD	CDS	54	2.2	7.70e-04	1.91e-04	0.59	3.73
b0865	ybjP	CDS	691	2.2	1.19e-05	1.85e-06	0.46	4.77
b1896	otsA	CDS	1066	2.2	1.25e-02	4.55e-03	0.77	2.84
b2247	rhmD	CDS	16	2.2	2.04e-04	4.36e-05	0.54	4.09
b4522	ymiA	CDS	85	2.2	4.36e-08	4.44e-09	0.38	5.87
b0596	entA	CDS	2228	2.19	1.29e-01	7.15e-02	1.21	1.8
b0790	ybhP	CDS	152	2.19	1.64e-02	6.27e-03	0.8	2.73
b1970	yedX	CDS	46	2.19	1.07e-07	1.17e-08	0.38	5.7
b2130	yehY	CDS	247	2.19	8.23e-03	2.84e-03	0.73	2.98
b3587	yiaW	CDS	3	2.19	2.03e-01	1.23e-01	1.42	1.54
b3598	yibI	CDS	12	2.19	3.34e-03	1.02e-03	0.67	3.28
b2023	hisH	CDS	581	2.18	1.45e-08	1.37e-09	0.36	6.06
b4033	malF	CDS	823	2.18	6.11e-02	2.94e-02	1	2.18
b0261	mmuM	CDS	251	2.17	4.20e-16	1.56e-17	0.26	8.52
